5,15,1493020800,1,16,48
5,15,1493021700,1,16,48
5,15,1493022600,1,16,48
5,15,1493023500,1,16,48
5,15,1493024400,1,16,48
5,15,1493025300,1,16,48
5,15,1493026200,1,16,48
5,15,1493027100,1,16,48
5,15,1493028000,1,15,48
5,15,1493028900,1,15,48
5,15,1493029800,1,15,48
5,15,1493030700,1,15,48
5,15,1493031600,1,15,48
5,15,1493032500,1,15,48
5,15,1493033400,1,15,48
5,15,1493034300,1,15,48
5,15,1493035200,1,14,0
5,15,1493036100,1,14,0
5,15,1493037000,1,14,0
5,15,1493037900,1,14,0
5,15,1493038800,1,14,0
5,15,1493039700,1,14,0
5,15,1493040600,1,14,0
5,15,1493041500,1,14,0
5,15,1493042400,1,14,0
5,15,1493043300,1,14,0
5,15,1493044200,1,14,0
5,15,1493045100,1,14,0
5,15,1493046000,1,14,0
5,15,1493046900,1,14,0
5,15,1493047800,1,15,0
5,15,1493048700,1,15,0
5,16,1492963200,0,15,0
5,16,1492964100,0,15,0
5,16,1492965000,0,15,0
5,16,1492965900,0,15,0
5,16,1492966800,0,15,0
5,16,1492967700,0,15,0
5,16,1492968600,0,15,0
5,16,1492969500,0,15,0
5,16,1492970400,0,15,0
5,16,1492971300,0,15,0
5,16,1492972200,0,15,0
5,16,1492973100,0,15,0
5,16,1492974000,0,15,0
5,16,1492974900,0,15,0
5,16,1492975800,0,15,0
5,16,1492976700,0,15,0
5,16,1492977600,0,15,0
5,16,1492978500,0,15,0
5,16,1492979400,0,15,0
5,16,1492980300,0,15,0
5,16,1492981200,0,14,0
5,16,1492982100,0,14,0
5,16,1492983000,0,14,0
5,16,1492983900,0,14,0
5,16,1492984800,0,15,0
5,16,1492985700,0,15,0
5,16,1492986600,0,15,0
5,16,1492987500,0,15,0
5,16,1492988400,0,16,0
5,16,1492989300,0,16,0
5,16,1492990200,0,17,0
5,16,1492991100,0,17,0
5,16,1492992000,0,18,0
5,16,1492992900,0,18,0
5,16,1492993800,0,19,0
5,16,1492994700,0,19,48
5,16,1492995600,0,20,48
5,16,1492996500,0,20,48
5,16,1492997400,0,20,48
5,16,1492998300,0,20,48
5,16,1492999200,0,21,48
5,16,1493000100,0,21,48
5,16,1493001000,0,22,48
5,16,1493001900,0,22,48
5,16,1493002800,0,23,48
5,16,1493003700,0,23,48
5,16,1493004600,0,24,48
5,16,1493005500,0,24,48
5,16,1493006400,0,24,48
5,16,1493007300,0,24,48
5,16,1493008200,0,24,48
5,16,1493009100,0,24,48
5,16,1493010000,0,24,48
5,16,1493010900,0,24,48
5,16,1493011800,0,25,48
5,16,1493012700,0,25,48
5,16,1493013600,0,24,48
5,16,1493014500,0,24,48
5,16,1493015400,0,24,48
5,16,1493016300,0,24,48
5,16,1493017200,0,24,48
5,16,1493018100,0,24,48
5,16,1493019000,0,24,48
5,16,1493019900,0,24,48
5,16,1493020800,0,24,48
5,16,1493021700,0,24,48
5,16,1493022600,0,24,48
5,16,1493023500,0,24,48
5,16,1493024400,0,23,48
5,16,1493025300,0,23,48
5,16,1493026200,0,23,48
5,16,1493027100,0,23,48
5,16,1493028000,0,23,48
5,16,1493028900,0,23,48
5,16,1493029800,0,21,48
5,16,1493030700,0,21,48
5,16,1493031600,0,20,48
5,16,1493032500,0,20,0
5,16,1493033400,0,20,0
5,16,1493034300,0,20,0
5,16,1493035200,0,19,0
5,16,1493036100,0,19,0
5,16,1493037000,0,19,0
5,16,1493037900,0,19,0
5,16,1493038800,0,19,0
5,16,1493039700,0,19,0
5,16,1493040600,0,18,0
5,16,1493041500,0,18,0
5,16,1493042400,0,18,0
5,16,1493043300,0,18,0
5,16,1493044200,0,18,0
5,16,1493045100,0,18,0
5,16,1493046000,0,17,0
5,16,1493046900,0,17,0
5,16,1493047800,0,17,0
5,16,1493048700,0,17,0
5,17,1492963200,0,17,0
5,17,1492964100,0,17,0
5,17,1492965000,0,17,0
5,17,1492965900,0,17,0
5,17,1492966800,0,16,0
5,17,1492967700,0,16,0
5,17,1492968600,0,15,0
5,17,1492969500,0,15,0
5,17,1492970400,0,16,0
5,17,1492971300,0,16,0
5,17,1492972200,0,16,0
5,17,1492973100,0,16,0
5,17,1492974000,0,16,0
5,17,1492974900,0,16,0
5,17,1492975800,0,16,0
5,17,1492976700,0,16,0
5,17,1492977600,0,15,0
5,17,1492978500,0,15,0
5,17,1492979400,0,15,0
5,17,1492980300,0,15,0
5,17,1492981200,0,15,0
5,17,1492982100,0,15,0
5,17,1492983000,0,15,0
5,17,1492983900,0,15,0
5,17,1492984800,0,17,0
5,17,1492985700,0,17,0
5,17,1492986600,0,18,0
5,17,1492987500,0,18,0
5,17,1492988400,0,20,0
5,17,1492989300,0,20,0
5,17,1492990200,0,20,0
5,17,1492991100,0,20,0
5,17,1492992000,0,22,0
5,17,1492992900,0,22,0
5,17,1492993800,0,23,48
5,17,1492994700,0,23,48
5,17,1492995600,0,22,48
5,17,1492996500,0,22,48
5,17,1492997400,0,24,48
5,17,1492998300,0,24,48
5,17,1492999200,0,23,48
5,17,1493000100,0,23,48
5,17,1493001000,0,24,48
5,17,1493001900,0,24,48
5,17,1493002800,0,25,48
5,17,1493003700,0,25,48
5,17,1493004600,0,25,48
5,17,1493005500,0,25,48
5,17,1493006400,0,26,48
5,17,1493007300,0,26,48
5,17,1493008200,0,26,48
5,17,1493009100,0,26,48
5,17,1493010000,0,26,48
5,17,1493010900,0,26,48
