month,day,hour,weekendOrHoliday,temp,dayOfYear,target
2,4,9,0,6,34,0
2,4,10,0,7,34,0
2,4,10,0,7,34,0
2,4,10,0,7,34,0
2,4,10,0,7,34,0
2,4,11,0,8,34,0
2,4,11,0,8,34,0
2,4,11,0,8,34,0
2,4,11,0,8,34,0
2,4,12,0,9,34,0
2,4,12,0,9,34,0
2,4,12,0,9,34,0
2,4,12,0,9,34,0
2,4,13,0,9,34,0
2,4,13,0,9,34,0
2,4,13,0,9,34,0
2,4,13,0,9,34,0
2,4,14,0,9,34,0
2,4,14,0,9,34,0
2,4,14,0,9,34,0
2,4,14,0,9,34,0
2,4,15,0,9,34,0
2,4,15,0,9,34,0
2,4,15,0,9,34,0
2,4,15,0,9,34,0
2,4,16,0,8,34,0
2,4,16,0,8,34,0
2,4,16,0,8,34,0
2,4,16,0,8,34,0
2,4,17,0,8,34,0
2,4,17,0,8,34,0
2,4,17,0,7,34,0
2,4,17,0,7,34,0
2,4,18,0,7,34,0
2,4,18,0,7,34,0
2,4,18,0,7,34,0
2,4,18,0,7,34,0
2,4,19,0,6,34,0
2,4,19,0,6,34,0
2,4,19,0,7,34,0
2,4,19,0,7,34,0
2,4,20,0,6,34,0
2,4,20,0,6,34,0
2,4,20,0,5,34,0
2,4,20,0,5,34,0
2,4,21,0,5,34,0
2,4,21,0,5,34,0
2,4,21,0,5,34,0
2,4,21,0,5,34,0
2,4,22,0,5,34,0
2,4,22,0,5,34,0
2,4,22,0,4,34,0
2,4,22,0,4,34,0
2,4,23,0,4,34,0
2,4,23,0,4,34,0
2,4,23,0,4,34,0
2,4,23,0,4,34,0
2,5,0,0,4,35,0
2,5,0,0,4,35,0
2,5,0,0,4,35,0
2,5,0,0,4,35,0
2,5,1,0,4,35,0
2,5,1,0,4,35,0
2,5,1,0,5,35,0
2,5,1,0,5,35,0
2,5,2,0,4,35,0
2,5,2,0,4,35,0
2,5,2,0,4,35,0
2,5,2,0,4,35,0
2,5,3,0,3,35,0
2,5,3,0,3,35,0
2,5,3,0,2,35,0
2,5,3,0,2,35,0
2,5,4,0,2,35,0
2,5,4,0,2,35,0
2,5,4,0,2,35,0
2,5,4,0,2,35,0
2,5,5,0,2,35,0
2,5,5,0,2,35,0
2,5,5,0,1,35,0
2,5,5,0,1,35,0
2,5,6,0,2,35,0
2,5,6,0,2,35,0
2,5,6,0,1,35,0
2,5,6,0,1,35,0
2,5,7,0,1,35,0
2,5,7,0,1,35,0
2,5,7,0,1,35,0
2,5,7,0,1,35,0
2,5,8,0,2,35,0
2,5,8,0,2,35,0
2,5,8,0,3,35,0
2,5,8,0,3,35,0
2,5,9,0,3,35,0
2,5,9,0,3,35,0
2,5,9,0,4,35,0
2,5,9,0,4,35,0
2,5,10,0,4,35,0
2,5,10,0,4,35,0
2,5,10,0,5,35,0
2,5,10,0,5,35,0
2,5,11,0,5,35,0
2,5,11,0,5,35,0
2,5,11,0,5,35,0
2,5,11,0,5,35,0
2,5,12,0,5,35,0
2,5,12,0,5,35,0
2,5,12,0,6,35,0
2,5,12,0,6,35,0
2,5,13,0,7,35,0
2,5,13,0,7,35,0
2,5,13,0,7,35,0
2,5,13,0,7,35,0
2,5,14,0,7,35,0
2,5,14,0,7,35,0
2,5,14,0,7,35,0
2,5,14,0,7,35,0
2,5,15,0,6,35,0
2,5,15,0,6,35,0
2,5,15,0,6,35,0
2,5,15,0,6,35,0
2,5,16,0,6,35,0
2,5,16,0,6,35,0
2,5,16,0,6,35,0
2,5,16,0,6,35,0
2,5,17,0,5,35,0
2,5,17,0,5,35,0
2,5,17,0,5,35,0
2,5,17,0,5,35,0
2,5,18,0,5,35,0
2,5,18,0,5,35,0
2,5,18,0,4,35,0
2,5,18,0,4,35,0
2,5,19,0,4,35,0
2,5,19,0,4,35,0
2,5,19,0,4,35,0
2,5,19,0,4,35,0
2,5,20,0,4,35,0
2,5,20,0,4,35,0
2,5,20,0,4,35,0
2,5,20,0,4,35,0
2,5,21,0,3,35,0
2,5,21,0,3,35,0
2,5,21,0,3,35,0
2,5,21,0,3,35,0
2,5,22,0,3,35,0
2,5,22,0,3,35,0
2,5,22,0,3,35,0
2,5,22,0,3,35,0
2,5,23,0,3,35,0
2,5,23,0,3,35,0
2,5,23,0,2,35,0
2,5,23,0,2,35,0
2,6,0,0,2,36,0
2,6,0,0,2,36,0
2,6,0,0,1,36,0
2,6,0,0,1,36,0
2,6,1,0,1,36,0
2,6,1,0,1,36,0
2,6,1,0,1,36,0
2,6,1,0,1,36,0
2,6,2,0,1,36,0
2,6,2,0,1,36,0
2,6,2,0,1,36,0
2,6,2,0,1,36,0
2,6,3,0,0,36,0
2,6,3,0,0,36,0
2,6,3,0,0,36,0
2,6,3,0,0,36,0
2,6,4,0,0,36,0
2,6,4,0,0,36,0
2,6,4,0,0,36,0
2,6,4,0,0,36,0
2,6,5,0,-1,36,0
2,6,5,0,-1,36,0
2,6,5,0,1,36,0
2,6,5,0,1,36,0
2,6,6,0,0,36,0
2,6,6,0,0,36,0
2,6,6,0,0,36,0
2,6,6,0,0,36,0
2,6,7,0,0,36,0
2,6,7,0,0,36,0
2,6,7,0,1,36,0
2,6,7,0,1,36,0
2,6,8,0,2,36,0
2,6,8,0,2,36,0
2,6,8,0,3,36,0
2,6,8,0,3,36,0
2,6,9,0,4,36,0
2,6,9,0,4,36,0
2,6,9,0,6,36,0
2,6,9,0,6,36,0
2,6,10,0,8,36,0
2,6,10,0,8,36,0
2,6,10,0,7,36,0
2,6,10,0,7,36,0
2,6,11,0,7,36,0
2,6,11,0,7,36,0
2,6,11,0,8,36,0
2,6,11,0,8,36,0
2,6,12,0,9,36,0
2,6,12,0,9,36,0
2,6,12,0,9,36,0
2,6,12,0,9,36,0
2,6,13,0,9,36,0
2,6,13,0,9,36,0
2,6,13,0,9,36,0
2,6,13,0,9,36,0
2,6,14,0,9,36,0
2,6,14,0,9,36,0
2,6,14,0,9,36,0
2,6,14,0,9,36,0
2,6,15,0,9,36,0
2,6,15,0,9,36,0
2,6,15,0,9,36,0
2,6,15,0,9,36,0
2,6,16,0,9,36,0
2,6,16,0,9,36,0
2,6,16,0,8,36,0
2,6,16,0,8,36,0
2,6,17,0,8,36,0
2,6,17,0,8,36,0
2,6,17,0,7,36,0
2,6,17,0,7,36,0
2,6,18,0,6,36,0
2,6,18,0,6,36,0
2,6,18,0,6,36,0
2,6,18,0,6,36,0
2,6,19,0,5,36,0
2,6,19,0,5,36,0
2,6,19,0,4,36,0
2,6,19,0,4,36,0
2,6,20,0,4,36,0
2,6,20,0,4,36,0
2,6,20,0,4,36,0
2,6,20,0,4,36,0
2,6,21,0,3,36,0
2,6,21,0,3,36,0
2,6,21,0,3,36,0
2,6,21,0,3,36,0
2,6,22,0,3,36,0
2,6,22,0,3,36,0
2,6,22,0,4,36,0
2,6,22,0,4,36,0
2,6,23,0,3,36,0
2,6,23,0,3,36,0
2,6,23,0,3,36,0
2,6,23,0,3,36,0
2,7,0,1,3,37,0
2,7,0,1,3,37,0
2,7,0,1,2,37,0
2,7,0,1,2,37,0
2,7,1,1,1,37,0
2,7,1,1,1,37,0
2,7,1,1,1,37,0
2,7,1,1,1,37,0
2,7,2,1,2,37,0
2,7,2,1,2,37,0
2,7,2,1,1,37,0
2,7,2,1,1,37,0
2,7,3,1,1,37,0
2,7,3,1,1,37,0
2,7,3,1,1,37,0
2,7,3,1,1,37,0
2,7,4,1,3,37,0
2,7,4,1,3,37,0
2,7,4,1,3,37,0
2,7,4,1,3,37,0
2,7,5,1,1,37,0
2,7,5,1,1,37,0
2,7,5,1,1,37,0
2,7,5,1,1,37,0
2,7,6,1,1,37,0
2,7,6,1,1,37,0
2,7,6,1,1,37,0
2,7,6,1,1,37,0
2,7,7,1,1,37,0
2,7,7,1,1,37,0
2,7,7,1,2,37,0
2,7,7,1,2,37,0
2,7,8,1,3,37,0
2,7,8,1,3,37,0
2,7,8,1,5,37,0
2,7,8,1,5,37,0
2,7,9,1,7,37,0
2,7,9,1,7,37,0
2,7,9,1,8,37,0
2,7,9,1,8,37,0
2,7,10,1,9,37,0
2,7,10,1,9,37,0
2,7,10,1,10,37,0
2,7,10,1,10,37,0
2,7,11,1,10,37,0
2,7,11,1,10,37,0
2,7,11,1,11,37,0
2,7,11,1,11,37,0
2,7,12,1,11,37,0
2,7,12,1,11,37,0
2,7,12,1,11,37,0
2,7,12,1,11,37,0
2,7,13,1,11,37,0
2,7,13,1,11,37,0
2,7,13,1,12,37,0
2,7,13,1,12,37,0
2,7,14,1,12,37,0
2,7,14,1,12,37,0
2,7,14,1,12,37,0
2,7,14,1,12,37,0
2,7,15,1,12,37,0
2,7,15,1,12,37,0
2,7,15,1,12,37,0
2,7,15,1,12,37,0
2,7,16,1,12,37,0
2,7,16,1,12,37,0
2,7,16,1,11,37,0
2,7,16,1,11,37,0
2,7,17,1,11,37,0
2,7,17,1,11,37,0
2,7,17,1,11,37,0
2,7,17,1,11,37,0
2,7,18,1,9,37,0
2,7,18,1,9,37,0
2,7,18,1,9,37,0
2,7,18,1,9,37,0
2,7,19,1,9,37,0
2,7,19,1,9,37,0
2,7,19,1,8,37,0
2,7,19,1,8,37,0
2,7,20,1,9,37,0
2,7,20,1,9,37,0
2,7,20,1,8,37,0
2,7,20,1,8,37,0
2,7,21,1,8,37,0
2,7,21,1,8,37,0
2,7,21,1,7,37,0
2,7,21,1,7,37,0
2,7,22,1,8,37,0
2,7,22,1,8,37,0
2,7,22,1,7,37,0
2,7,22,1,7,37,0
2,7,23,1,7,37,0
2,7,23,1,7,37,0
2,7,23,1,8,37,0
2,7,23,1,8,37,0
2,8,0,1,7,38,0
2,8,0,1,7,38,0
2,8,0,1,7,38,0
2,8,0,1,7,38,0
2,8,1,1,6,38,0
2,8,1,1,6,38,0
2,8,1,1,5,38,0
2,8,1,1,5,38,0
2,8,2,1,6,38,0
2,8,2,1,6,38,0
2,8,2,1,6,38,0
2,8,2,1,6,38,0
2,8,3,1,5,38,0
2,8,3,1,5,38,0
2,8,3,1,5,38,0
2,8,3,1,5,38,0
2,8,4,1,5,38,0
2,8,4,1,5,38,0
2,8,4,1,4,38,0
2,8,4,1,4,38,0
2,8,5,1,4,38,0
2,8,5,1,4,38,0
2,8,5,1,3,38,0
2,8,5,1,3,38,0
2,8,6,1,3,38,0
2,8,6,1,3,38,0
2,8,6,1,3,38,0
2,8,6,1,3,38,0
2,8,7,1,2,38,0
2,8,7,1,2,38,0
2,8,7,1,2,38,0
2,8,7,1,2,38,0
2,8,8,1,3,38,0
2,8,8,1,3,38,0
2,8,8,1,3,38,0
2,8,8,1,3,38,0
2,8,9,1,4,38,0
2,8,9,1,4,38,0
2,8,9,1,5,38,0
2,8,9,1,5,38,0
2,8,10,1,5,38,0
2,8,10,1,5,38,0
2,8,10,1,5,38,0
2,8,10,1,5,38,0
2,8,11,1,5,38,0
2,8,11,1,5,38,0
2,8,11,1,5,38,0
2,8,11,1,5,38,0
2,8,12,1,5,38,0
2,8,12,1,5,38,0
2,8,12,1,6,38,0
2,8,12,1,6,38,0
2,8,13,1,6,38,0
2,8,13,1,6,38,0
2,8,13,1,6,38,0
2,8,13,1,6,38,0
2,8,14,1,6,38,0
2,8,14,1,6,38,0
2,8,14,1,6,38,0
2,8,14,1,6,38,0
2,8,15,1,6,38,0
2,8,15,1,6,38,0
2,8,15,1,6,38,0
2,8,15,1,6,38,0
2,8,16,1,5,38,0
2,8,16,1,5,38,0
2,8,16,1,5,38,0
2,8,16,1,5,38,0
2,8,17,1,4,38,0
2,8,17,1,4,38,0
2,8,17,1,3,38,0
2,8,17,1,3,38,0
2,8,18,1,3,38,0
2,8,18,1,3,38,0
2,8,18,1,2,38,0
2,8,18,1,2,38,0
2,8,19,1,2,38,0
2,8,19,1,2,38,0
2,8,19,1,2,38,0
2,8,19,1,2,38,0
2,8,20,1,1,38,0
2,8,20,1,1,38,0
2,8,20,1,1,38,0
2,8,20,1,1,38,0
2,8,21,1,1,38,0
2,8,21,1,1,38,0
2,8,21,1,0,38,0
2,8,21,1,0,38,0
2,8,22,1,0,38,0
2,8,22,1,0,38,0
2,8,22,1,0,38,0
2,8,22,1,0,38,0
2,8,23,1,0,38,0
2,8,23,1,0,38,0
2,8,23,1,0,38,0
2,8,23,1,0,38,0
2,9,0,0,0,39,0
2,9,0,0,0,39,0
2,9,0,0,-1,39,0
2,9,0,0,-1,39,0
2,9,1,0,-1,39,0
2,9,1,0,-1,39,0
2,9,1,0,-1,39,0
2,9,1,0,-1,39,0
2,9,2,0,-2,39,0
2,9,2,0,-2,39,0
2,9,2,0,-2,39,0
2,9,2,0,-2,39,0
2,9,3,0,-2,39,0
2,9,3,0,-2,39,0
2,9,3,0,-2,39,0
2,9,3,0,-2,39,0
2,9,4,0,-2,39,0
2,9,4,0,-2,39,0
2,9,4,0,-2,39,0
2,9,4,0,-2,39,0
2,9,5,0,-2,39,0
2,9,5,0,-2,39,0
2,9,5,0,-2,39,0
2,9,5,0,-2,39,0
2,9,6,0,-2,39,0
2,9,6,0,-2,39,0
2,9,6,0,-2,39,0
2,9,6,0,-2,39,0
2,9,7,0,-1,39,0
2,9,7,0,-1,39,0
2,9,7,0,-1,39,0
2,9,7,0,-1,39,0
2,9,8,0,0,39,0
2,9,8,0,0,39,0
2,9,8,0,0,39,0
2,9,8,0,0,39,0
2,9,9,0,0,39,0
2,9,9,0,0,39,0
2,9,9,0,1,39,0
2,9,9,0,1,39,0
2,9,10,0,2,39,0
2,9,10,0,2,39,0
2,9,10,0,3,39,0
2,9,10,0,3,39,0
2,9,11,0,4,39,0
2,9,11,0,4,39,0
2,9,11,0,3,39,0
2,9,11,0,3,39,0
2,9,12,0,5,39,0
2,9,12,0,5,39,0
2,9,12,0,4,39,0
2,9,12,0,4,39,0
2,9,13,0,6,39,0
2,9,13,0,6,39,0
2,9,13,0,5,39,0
2,9,13,0,5,39,0
2,9,14,0,5,39,0
2,9,14,0,5,39,0
2,9,14,0,6,39,0
2,9,14,0,6,39,0
2,9,15,0,6,39,0
2,9,15,0,6,39,0
2,9,15,0,6,39,0
2,9,15,0,6,39,0
2,9,16,0,6,39,0
2,9,16,0,6,39,0
2,9,16,0,5,39,0
2,9,16,0,5,39,0
2,9,17,0,5,39,0
2,9,17,0,5,39,0
2,9,17,0,4,39,0
2,9,17,0,4,39,0
2,9,18,0,3,39,0
2,9,18,0,3,39,0
2,9,18,0,3,39,0
2,9,18,0,3,39,0
2,9,19,0,3,39,0
2,9,19,0,3,39,0
2,9,19,0,4,39,0
2,9,19,0,4,39,0
2,9,20,0,2,39,0
2,9,20,0,2,39,0
2,9,20,0,3,39,0
2,9,20,0,3,39,0
2,9,21,0,2,39,0
2,9,21,0,2,39,0
2,9,21,0,2,39,0
2,9,21,0,2,39,0
2,9,22,0,2,39,0
2,9,22,0,2,39,0
2,9,22,0,2,39,0
2,9,22,0,2,39,0
2,9,23,0,2,39,0
2,9,23,0,2,39,0
2,9,23,0,2,39,0
2,9,23,0,2,39,0
2,10,0,0,0,40,0
2,10,0,0,0,40,0
2,10,0,0,0,40,0
2,10,0,0,0,40,0
2,10,1,0,0,40,0
2,10,1,0,0,40,0
2,10,1,0,0,40,0
2,10,1,0,0,40,0
2,10,2,0,-1,40,0
2,10,2,0,-1,40,0
2,10,2,0,-1,40,0
2,10,2,0,-1,40,0
2,10,3,0,-1,40,0
2,10,3,0,-1,40,0
2,10,3,0,-1,40,0
2,10,3,0,-1,40,0
2,10,4,0,-2,40,0
2,10,4,0,-2,40,0
2,10,4,0,-1,40,0
2,10,4,0,-1,40,0
2,10,5,0,-1,40,0
2,10,5,0,-1,40,0
2,10,5,0,-1,40,0
2,10,5,0,-1,40,0
2,10,6,0,-1,40,0
2,10,6,0,-1,40,0
2,10,6,0,-1,40,0
2,10,6,0,-1,40,0
2,10,7,0,-2,40,0
2,10,7,0,-2,40,0
2,10,7,0,0,40,0
2,10,7,0,0,40,0
2,10,8,0,2,40,0
2,10,8,0,2,40,0
2,10,8,0,4,40,0
2,10,8,0,4,40,0
2,10,9,0,4,40,0
2,10,9,0,4,40,0
2,10,9,0,4,40,0
2,10,9,0,4,40,0
2,10,10,0,6,40,0
2,10,10,0,6,40,0
2,10,10,0,7,40,0
2,10,10,0,7,40,0
2,10,11,0,8,40,0
2,10,11,0,8,40,0
2,10,11,0,8,40,0
2,10,11,0,8,40,0
2,10,12,0,9,40,0
2,10,12,0,9,40,0
2,10,12,0,10,40,0
2,10,12,0,10,40,0
2,10,13,0,10,40,0
2,10,13,0,10,40,0
2,10,13,0,10,40,0
2,10,13,0,10,40,0
2,10,14,0,10,40,0
2,10,14,0,10,40,0
2,10,14,0,10,40,0
2,10,14,0,10,40,0
2,10,15,0,10,40,0
2,10,15,0,10,40,0
2,10,15,0,11,40,0
2,10,15,0,11,40,0
2,10,16,0,11,40,0
2,10,16,0,11,40,0
2,10,16,0,10,40,0
2,10,16,0,10,40,0
2,10,17,0,10,40,0
2,10,17,0,10,40,0
2,10,17,0,8,40,0
2,10,17,0,8,40,0
2,10,18,0,7,40,0
2,10,18,0,7,40,0
2,10,18,0,6,40,0
2,10,18,0,6,40,0
2,10,19,0,6,40,0
2,10,19,0,6,40,0
2,10,19,0,5,40,0
2,10,19,0,5,40,0
2,10,20,0,5,40,0
2,10,20,0,5,40,0
2,10,20,0,4,40,0
2,10,20,0,4,40,0
2,10,21,0,4,40,0
2,10,21,0,4,40,0
2,10,21,0,4,40,0
2,10,21,0,4,40,0
2,10,22,0,4,40,0
2,10,22,0,4,40,0
2,10,22,0,5,40,0
2,10,22,0,5,40,0
2,10,23,0,4,40,0
2,10,23,0,4,40,0
2,10,23,0,4,40,0
2,10,23,0,4,40,0
2,11,0,0,4,41,0
2,11,0,0,4,41,0
2,11,0,0,4,41,0
2,11,0,0,4,41,0
2,11,1,0,4,41,0
2,11,1,0,4,41,0
2,11,1,0,3,41,0
2,11,1,0,3,41,0
2,11,2,0,4,41,0
2,11,2,0,4,41,0
2,11,2,0,4,41,0
2,11,2,0,4,41,0
2,11,3,0,4,41,0
2,11,3,0,4,41,0
2,11,3,0,4,41,0
2,11,3,0,4,41,0
2,11,4,0,4,41,0
2,11,4,0,4,41,0
2,11,4,0,3,41,0
2,11,4,0,3,41,0
2,11,5,0,3,41,0
2,11,5,0,3,41,0
2,11,5,0,2,41,0
2,11,5,0,2,41,0
2,11,6,0,2,41,0
2,11,6,0,2,41,0
2,11,6,0,3,41,0
2,11,6,0,3,41,0
2,11,7,0,3,41,0
2,11,7,0,3,41,0
2,11,7,0,3,41,0
2,11,7,0,3,41,0
2,11,8,0,6,41,0
2,11,8,0,6,41,0
2,11,8,0,6,41,0
2,11,8,0,6,41,0
2,11,9,0,7,41,0
2,11,9,0,7,41,0
2,11,9,0,9,41,0
2,11,9,0,9,41,0
2,11,10,0,11,41,0
2,11,10,0,11,41,0
2,11,10,0,11,41,0
2,11,10,0,11,41,0
2,11,11,0,13,41,0
2,11,11,0,13,41,0
2,11,11,0,13,41,0
2,11,11,0,13,41,0
2,11,12,0,13,41,0
2,11,12,0,13,41,0
2,11,12,0,14,41,0
2,11,12,0,14,41,0
2,11,13,0,14,41,0
2,11,13,0,14,41,0
2,11,13,0,14,41,0
2,11,13,0,14,41,0
2,11,14,0,15,41,0
2,11,14,0,15,41,0
2,11,14,0,15,41,0
2,11,14,0,15,41,0
2,11,15,0,15,41,0
2,11,15,0,15,41,0
2,11,15,0,15,41,0
2,11,15,0,15,41,0
2,11,16,0,14,41,0
2,11,16,0,14,41,0
2,11,16,0,14,41,0
2,11,16,0,14,41,0
2,11,17,0,13,41,0
2,11,17,0,13,41,0
2,11,17,0,13,41,0
2,11,17,0,13,41,0
2,11,18,0,12,41,0
2,11,18,0,12,41,0
2,11,18,0,10,41,0
2,11,18,0,10,41,0
2,11,19,0,11,41,0
2,11,19,0,11,41,0
2,11,19,0,11,41,0
2,11,19,0,11,41,0
2,11,20,0,10,41,0
2,11,20,0,10,41,0
2,11,20,0,10,41,0
2,11,20,0,10,41,0
2,11,21,0,10,41,0
2,11,21,0,10,41,0
2,11,21,0,10,41,0
2,11,21,0,10,41,0
2,11,22,0,9,41,0
2,11,22,0,9,41,0
2,11,22,0,9,41,0
2,11,22,0,9,41,0
2,11,23,0,9,41,0
2,11,23,0,9,41,0
2,11,23,0,9,41,0
2,11,23,0,9,41,0
2,12,0,0,9,42,0
2,12,0,0,9,42,0
2,12,0,0,8,42,0
2,12,0,0,8,42,0
2,12,1,0,8,42,0
2,12,1,0,8,42,0
2,12,1,0,7,42,0
2,12,1,0,7,42,0
2,12,2,0,8,42,0
2,12,2,0,8,42,0
2,12,2,0,9,42,0
2,12,2,0,9,42,0
2,12,3,0,8,42,0
2,12,3,0,8,42,0
2,12,3,0,8,42,0
2,12,3,0,8,42,0
2,12,4,0,7,42,0
2,12,4,0,7,42,0
2,12,4,0,7,42,0
2,12,4,0,7,42,0
2,12,5,0,7,42,0
2,12,5,0,7,42,0
2,12,5,0,7,42,0
2,12,5,0,7,42,0
2,12,6,0,6,42,0
2,12,6,0,6,42,0
2,12,6,0,6,42,0
2,12,6,0,6,42,0
2,12,7,0,6,42,0
2,12,7,0,6,42,0
2,12,7,0,6,42,0
2,12,7,0,6,42,0
2,12,8,0,7,42,0
2,12,8,0,7,42,0
2,12,8,0,8,42,0
2,12,8,0,8,42,0
2,12,9,0,8,42,0
2,12,9,0,8,42,0
2,12,9,0,9,42,0
2,12,9,0,9,42,0
2,12,10,0,9,42,0
2,12,10,0,9,42,0
2,12,10,0,10,42,0
2,12,10,0,10,42,0
2,12,11,0,11,42,0
2,12,11,0,11,42,0
2,12,11,0,11,42,0
2,12,11,0,11,42,0
2,12,12,0,12,42,0
2,12,12,0,12,42,0
2,12,12,0,12,42,0
2,12,12,0,12,42,0
2,12,13,0,12,42,0
2,12,13,0,12,42,0
2,12,13,0,13,42,0
2,12,13,0,13,42,0
2,12,14,0,13,42,0
2,12,14,0,13,42,0
2,12,14,0,13,42,0
2,12,14,0,13,42,0
2,12,15,0,13,42,0
2,12,15,0,13,42,0
2,12,15,0,13,42,0
2,12,15,0,13,42,0
2,12,16,0,12,42,0
2,12,16,0,12,42,0
2,12,16,0,12,42,0
2,12,16,0,12,42,0
2,12,17,0,11,42,0
2,12,17,0,11,42,0
2,12,17,0,11,42,0
2,12,17,0,11,42,0
2,12,18,0,10,42,0
2,12,18,0,10,42,0
2,12,18,0,10,42,0
2,12,18,0,10,42,0
2,12,19,0,9,42,0
2,12,19,0,9,42,0
2,12,19,0,8,42,0
2,12,19,0,8,42,0
2,12,20,0,8,42,0
2,12,20,0,8,42,0
2,12,20,0,7,42,0
2,12,20,0,7,42,0
2,12,21,0,7,42,0
2,12,21,0,7,42,0
2,12,21,0,7,42,0
2,12,21,0,7,42,0
2,12,22,0,7,42,0
2,12,22,0,7,42,0
2,12,22,0,6,42,0
2,12,22,0,6,42,0
2,12,23,0,6,42,0
2,12,23,0,6,42,0
2,12,23,0,6,42,0
2,12,23,0,6,42,0
2,13,0,0,6,43,0
2,13,0,0,6,43,0
2,13,0,0,6,43,0
2,13,0,0,6,43,0
2,13,1,0,6,43,0
2,13,1,0,6,43,0
2,13,1,0,6,43,0
2,13,1,0,6,43,0
2,13,2,0,6,43,0
2,13,2,0,6,43,0
2,13,2,0,6,43,0
2,13,2,0,6,43,0
2,13,3,0,6,43,0
2,13,3,0,6,43,0
2,13,3,0,6,43,0
2,13,3,0,6,43,0
2,13,4,0,6,43,0
2,13,4,0,6,43,0
2,13,4,0,6,43,0
2,13,4,0,6,43,0
2,13,5,0,6,43,0
2,13,5,0,6,43,0
2,13,5,0,6,43,0
2,13,5,0,6,43,0
2,13,6,0,6,43,0
2,13,6,0,6,43,0
2,13,6,0,6,43,0
2,13,6,0,6,43,0
2,13,7,0,6,43,0
2,13,7,0,6,43,0
2,13,7,0,7,43,0
2,13,7,0,7,43,0
2,13,8,0,7,43,0
2,13,8,0,7,43,0
2,13,8,0,8,43,0
2,13,8,0,8,43,0
2,13,9,0,8,43,0
2,13,9,0,8,43,0
2,13,9,0,9,43,0
2,13,9,0,9,43,0
2,13,10,0,10,43,0
2,13,10,0,10,43,0
2,13,10,0,11,43,0
2,13,10,0,11,43,0
2,13,11,0,12,43,0
2,13,11,0,12,43,0
2,13,11,0,12,43,0
2,13,11,0,12,43,0
2,13,12,0,12,43,0
2,13,12,0,12,43,0
2,13,12,0,13,43,0
2,13,12,0,13,43,0
2,13,13,0,13,43,0
2,13,13,0,13,43,0
2,13,13,0,13,43,0
2,13,13,0,13,43,0
2,13,14,0,13,43,0
2,13,14,0,13,43,0
2,13,14,0,13,43,0
2,13,14,0,13,43,0
2,13,15,0,13,43,0
2,13,15,0,13,43,0
2,13,15,0,13,43,0
2,13,15,0,13,43,0
2,13,16,0,13,43,0
2,13,16,0,13,43,0
2,13,16,0,12,43,0
2,13,16,0,12,43,0
2,13,17,0,12,43,0
2,13,17,0,12,43,0
2,13,17,0,11,43,0
2,13,17,0,11,43,0
2,13,18,0,10,43,0
2,13,18,0,10,43,0
2,13,18,0,10,43,0
2,13,18,0,10,43,0
2,13,19,0,10,43,0
2,13,19,0,10,43,0
2,13,19,0,9,43,0
2,13,19,0,9,43,0
2,13,20,0,9,43,0
2,13,20,0,9,43,0
2,13,20,0,9,43,0
2,13,20,0,9,43,0
2,13,21,0,8,43,0
2,13,21,0,8,43,0
2,13,21,0,8,43,0
2,13,21,0,8,43,0
2,13,22,0,8,43,0
2,13,22,0,8,43,0
2,13,22,0,8,43,0
2,13,22,0,8,43,0
2,13,23,0,8,43,0
2,13,23,0,8,43,0
2,13,23,0,8,43,0
2,13,23,0,8,43,0
2,14,0,1,8,44,0
2,14,0,1,8,44,0
2,14,0,1,8,44,0
2,14,0,1,8,44,0
2,14,1,1,8,44,0
2,14,1,1,8,44,0
2,14,1,1,8,44,0
2,14,1,1,8,44,0
2,14,2,1,8,44,0
2,14,2,1,8,44,0
2,14,2,1,8,44,0
2,14,2,1,8,44,0
2,14,3,1,7,44,0
2,14,3,1,7,44,0
2,14,3,1,7,44,0
2,14,3,1,7,44,0
2,14,4,1,7,44,0
2,14,4,1,7,44,0
2,14,4,1,7,44,0
2,14,4,1,7,44,0
2,14,5,1,8,44,0
2,14,5,1,8,44,0
2,14,5,1,7,44,0
2,14,5,1,7,44,0
2,14,6,1,7,44,0
2,14,6,1,7,44,0
2,14,6,1,7,44,0
2,14,6,1,7,44,0
2,14,7,1,8,44,0
2,14,7,1,8,44,0
2,14,7,1,8,44,0
2,14,7,1,8,44,0
2,14,8,1,9,44,0
2,14,8,1,9,44,0
2,14,8,1,9,44,0
2,14,8,1,9,44,0
2,14,9,1,10,44,0
2,14,9,1,10,44,0
2,14,9,1,12,44,0
2,14,9,1,12,44,0
2,14,10,1,13,44,0
2,14,10,1,13,44,0
2,14,10,1,14,44,0
2,14,10,1,14,44,0
2,14,11,1,15,44,0
2,14,11,1,15,44,0
2,14,11,1,16,44,0
2,14,11,1,16,44,0
2,14,12,1,16,44,0
2,14,12,1,16,44,0
2,14,12,1,17,44,0
2,14,12,1,17,44,0
2,14,13,1,17,44,0
2,14,13,1,17,44,0
2,14,13,1,17,44,0
2,14,13,1,17,44,0
2,14,14,1,18,44,0
2,14,14,1,18,44,0
2,14,14,1,18,44,0
2,14,14,1,18,44,0
2,14,15,1,18,44,0
2,14,15,1,18,44,0
2,14,15,1,18,44,0
2,14,15,1,18,44,0
2,14,16,1,18,44,0
2,14,16,1,18,44,0
2,14,16,1,18,44,0
2,14,16,1,18,44,0
2,14,17,1,17,44,0
2,14,17,1,17,44,0
2,14,17,1,16,44,0
2,14,17,1,16,44,0
2,14,18,1,16,44,0
