month,day,hour,weekendOrHoliday,temp,dayOfYear,target
2,14,18,1,16,44,0
2,14,18,1,16,44,0
2,14,18,1,16,44,0
2,14,19,1,15,44,0
2,14,19,1,15,44,0
2,14,19,1,15,44,0
2,14,19,1,15,44,0
2,14,20,1,15,44,0
2,14,20,1,15,44,0
2,14,20,1,16,44,0
2,14,20,1,16,44,0
2,14,21,1,16,44,0
2,14,21,1,16,44,0
2,14,21,1,16,44,0
2,14,21,1,16,44,0
2,14,22,1,16,44,0
2,14,22,1,16,44,0
2,14,22,1,16,44,0
2,14,22,1,16,44,0
2,14,23,1,16,44,0
2,14,23,1,16,44,0
2,14,23,1,16,44,0
2,14,23,1,16,44,0
2,15,0,0,16,45,0
2,15,0,0,16,45,0
2,15,0,0,16,45,0
2,15,0,0,16,45,0
2,15,1,0,16,45,0
2,15,1,0,16,45,0
2,15,1,0,14,45,0
2,15,1,0,14,45,0
2,15,2,0,15,45,0
2,15,2,0,15,45,0
2,15,2,0,14,45,0
2,15,2,0,14,45,0
2,15,3,0,13,45,0
2,15,3,0,13,45,0
2,15,3,0,14,45,0
2,15,3,0,14,45,0
2,15,4,0,14,45,0
2,15,4,0,14,45,0
2,15,4,0,14,45,0
2,15,4,0,14,45,0
2,15,5,0,14,45,0
2,15,5,0,14,45,0
2,15,5,0,14,45,0
2,15,5,0,14,45,0
2,15,6,0,14,45,0
2,15,6,0,14,45,0
2,15,6,0,13,45,0
2,15,6,0,13,45,0
2,15,7,0,13,45,0
2,15,7,0,13,45,0
2,15,7,0,13,45,0
2,15,7,0,13,45,0
2,15,8,0,13,45,0
2,15,8,0,13,45,0
2,15,8,0,13,45,0
2,15,8,0,13,45,0
2,15,9,0,14,45,0
2,15,9,0,14,45,0
2,15,9,0,14,45,0
2,15,9,0,14,45,0
2,15,10,0,14,45,0
2,15,10,0,14,45,0
2,15,10,0,15,45,0
2,15,10,0,15,45,0
2,15,11,0,15,45,0
2,15,11,0,15,45,0
2,15,11,0,16,45,0
2,15,11,0,16,45,0
2,15,12,0,16,45,0
2,15,12,0,16,45,0
2,15,12,0,17,45,0
2,15,12,0,17,45,0
2,15,13,0,18,45,0
2,15,13,0,18,45,0
2,15,13,0,18,45,0
2,15,13,0,18,45,0
2,15,14,0,18,45,0
2,15,14,0,18,45,0
2,15,14,0,18,45,0
2,15,14,0,18,45,0
2,15,15,0,18,45,0
2,15,15,0,18,45,0
2,15,15,0,18,45,0
2,15,15,0,18,45,0
2,15,16,0,19,45,0
2,15,16,0,19,45,0
2,15,16,0,18,45,0
2,15,16,0,18,45,0
2,15,17,0,18,45,0
2,15,17,0,18,45,0
2,15,17,0,17,45,0
2,15,17,0,17,45,0
2,15,18,0,17,45,0
2,15,18,0,17,45,0
2,15,18,0,17,45,0
2,15,18,0,17,45,0
2,15,19,0,16,45,0
2,15,19,0,16,45,0
2,15,19,0,16,45,0
2,15,19,0,16,45,0
2,15,20,0,16,45,0
2,15,20,0,16,45,0
2,15,20,0,16,45,0
2,15,20,0,16,45,0
2,15,21,0,16,45,0
2,15,21,0,16,45,0
2,15,21,0,16,45,0
2,15,21,0,16,45,0
2,15,22,0,15,45,0
2,15,22,0,15,45,0
2,15,22,0,15,45,0
2,15,22,0,15,45,0
2,15,23,0,15,45,0
2,15,23,0,15,45,0
2,15,23,0,15,45,0
2,15,23,0,15,45,0
2,16,0,0,15,46,0
2,16,0,0,15,46,0
2,16,0,0,14,46,0
2,16,0,0,14,46,0
2,16,1,0,14,46,0
2,16,1,0,14,46,0
2,16,1,0,14,46,0
2,16,1,0,14,46,0
2,16,2,0,14,46,0
2,16,2,0,14,46,0
2,16,2,0,14,46,0
2,16,2,0,14,46,0
2,16,3,0,14,46,0
2,16,3,0,14,46,0
2,16,3,0,14,46,0
2,16,3,0,14,46,0
2,16,4,0,13,46,0
2,16,4,0,13,46,0
2,16,4,0,13,46,0
2,16,4,0,13,46,0
2,16,5,0,13,46,0
2,16,5,0,13,46,0
2,16,5,0,13,46,0
2,16,5,0,13,46,0
2,16,6,0,13,46,0
2,16,6,0,13,46,0
2,16,6,0,13,46,0
2,16,6,0,13,46,0
2,16,7,0,13,46,0
2,16,7,0,13,46,0
2,16,7,0,13,46,0
2,16,7,0,13,46,0
2,16,8,0,12,46,0
2,16,8,0,12,46,0
2,16,8,0,13,46,0
2,16,8,0,13,46,0
2,16,9,0,12,46,0
2,16,9,0,12,46,0
2,16,9,0,12,46,0
2,16,9,0,12,46,0
2,16,10,0,12,46,0
2,16,10,0,12,46,0
2,16,10,0,12,46,0
2,16,10,0,12,46,0
2,16,11,0,12,46,0
2,16,11,0,12,46,0
2,16,11,0,12,46,0
2,16,11,0,12,46,0
2,16,12,0,13,46,0
2,16,12,0,13,46,0
2,16,12,0,13,46,0
2,16,12,0,13,46,0
2,16,13,0,13,46,0
2,16,13,0,13,46,0
2,16,13,0,13,46,0
2,16,13,0,13,46,0
2,16,14,0,14,46,0
2,16,14,0,14,46,0
2,16,14,0,15,46,0
2,16,14,0,15,46,0
2,16,15,0,15,46,0
2,16,15,0,15,46,0
2,16,15,0,14,46,0
2,16,15,0,14,46,0
2,16,16,0,15,46,0
2,16,16,0,15,46,0
2,16,16,0,15,46,0
2,16,16,0,15,46,0
2,16,17,0,14,46,0
2,16,17,0,14,46,0
2,16,17,0,13,46,0
2,16,17,0,13,46,0
2,16,18,0,13,46,0
2,16,18,0,13,46,0
2,16,18,0,13,46,0
2,16,18,0,13,46,0
2,16,19,0,13,46,0
2,16,19,0,13,46,0
2,16,19,0,11,46,0
2,16,19,0,11,46,0
2,16,20,0,10,46,0
2,16,20,0,10,46,0
2,16,20,0,10,46,0
2,16,20,0,10,46,0
2,16,21,0,9,46,0
2,16,21,0,9,46,0
2,16,21,0,9,46,0
2,16,21,0,9,46,0
2,16,22,0,9,46,0
2,16,22,0,9,46,0
2,16,22,0,9,46,0
2,16,22,0,9,46,0
2,16,23,0,9,46,0
2,16,23,0,9,46,0
2,16,23,0,9,46,0
2,16,23,0,9,46,0
2,17,0,0,9,47,0
2,17,0,0,9,47,0
2,17,0,0,7,47,0
2,17,0,0,7,47,0
2,17,1,0,8,47,0
2,17,1,0,8,47,0
2,17,1,0,8,47,0
2,17,1,0,8,47,0
2,17,2,0,7,47,0
2,17,2,0,7,47,0
2,17,2,0,8,47,0
2,17,2,0,8,47,0
2,17,3,0,8,47,0
2,17,3,0,8,47,0
2,17,3,0,8,47,0
2,17,3,0,8,47,0
2,17,4,0,8,47,0
2,17,4,0,8,47,0
2,17,4,0,7,47,0
2,17,4,0,7,47,0
2,17,5,0,7,47,0
2,17,5,0,7,47,0
2,17,5,0,7,47,0
2,17,5,0,7,47,0
2,17,6,0,8,47,0
2,17,6,0,8,47,0
2,17,6,0,7,47,0
2,17,6,0,7,47,0
2,17,7,0,8,47,0
2,17,7,0,8,47,0
2,17,7,0,8,47,0
2,17,7,0,8,47,0
2,17,8,0,8,47,0
2,17,8,0,8,47,0
2,17,8,0,8,47,0
2,17,8,0,8,47,0
2,17,9,0,9,47,0
2,17,9,0,9,47,0
2,17,9,0,9,47,0
2,17,9,0,9,47,0
2,17,10,0,10,47,0
2,17,10,0,10,47,0
2,17,10,0,11,47,0
2,17,10,0,11,47,0
2,17,11,0,11,47,0
2,17,11,0,11,47,0
2,17,11,0,11,47,0
2,17,11,0,11,47,0
2,17,12,0,12,47,0
2,17,12,0,12,47,0
2,17,12,0,12,47,0
2,17,12,0,12,47,0
2,17,13,0,14,47,0
2,17,13,0,14,47,0
2,17,13,0,14,47,0
2,17,13,0,14,47,0
2,17,14,0,14,47,0
2,17,14,0,14,47,0
2,17,14,0,14,47,0
2,17,14,0,14,47,0
2,17,15,0,14,47,0
2,17,15,0,14,47,0
2,17,15,0,14,47,0
2,17,15,0,14,47,0
2,17,16,0,14,47,0
2,17,16,0,14,47,0
2,17,16,0,14,47,0
2,17,16,0,14,47,0
2,17,17,0,12,47,0
2,17,17,0,12,47,0
2,17,17,0,12,47,0
2,17,17,0,12,47,0
2,17,18,0,12,47,0
2,17,18,0,12,47,0
2,17,18,0,11,47,0
2,17,18,0,11,47,0
2,17,19,0,10,47,0
2,17,19,0,10,47,0
2,17,19,0,10,47,0
2,17,19,0,10,47,0
2,17,20,0,9,47,0
2,17,20,0,9,47,0
2,17,20,0,9,47,0
2,17,20,0,9,47,0
2,17,21,0,9,47,0
2,17,21,0,9,47,0
2,17,21,0,9,47,0
2,17,21,0,9,47,0
2,17,22,0,9,47,0
2,17,22,0,9,47,0
2,17,22,0,8,47,0
2,17,22,0,8,47,0
2,17,23,0,8,47,0
2,17,23,0,8,47,0
2,17,23,0,8,47,0
2,17,23,0,8,47,0
2,18,0,1,7,48,0
2,18,0,1,7,48,0
2,18,0,1,7,48,0
2,18,0,1,7,48,0
2,18,1,1,7,48,0
2,18,1,1,7,48,0
2,18,1,1,6,48,0
2,18,1,1,6,48,0
2,18,2,1,5,48,0
2,18,2,1,5,48,0
2,18,2,1,5,48,0
2,18,2,1,5,48,0
2,18,3,1,5,48,0
2,18,3,1,5,48,0
2,18,3,1,5,48,0
2,18,3,1,5,48,0
2,18,4,1,5,48,0
2,18,4,1,5,48,0
2,18,4,1,5,48,0
2,18,4,1,5,48,0
2,18,5,1,4,48,0
2,18,5,1,4,48,0
2,18,5,1,4,48,0
2,18,5,1,4,48,0
2,18,6,1,4,48,0
2,18,6,1,4,48,0
2,18,6,1,3,48,0
2,18,6,1,3,48,0
2,18,7,1,4,48,0
2,18,7,1,4,48,0
2,18,7,1,4,48,0
2,18,7,1,4,48,0
2,18,8,1,7,48,0
2,18,8,1,7,48,0
2,18,8,1,7,48,0
2,18,8,1,7,48,0
2,18,9,1,9,48,0
2,18,9,1,9,48,0
2,18,9,1,10,48,0
2,18,9,1,10,48,0
2,18,10,1,10,48,0
2,18,10,1,10,48,0
2,18,10,1,10,48,0
2,18,10,1,10,48,0
2,18,11,1,11,48,0
2,18,11,1,11,48,0
2,18,11,1,11,48,0
2,18,11,1,11,48,0
2,18,12,1,11,48,0
2,18,12,1,11,48,0
2,18,12,1,12,48,0
2,18,12,1,12,48,0
2,18,13,1,12,48,0
2,18,13,1,12,48,0
2,18,13,1,12,48,0
2,18,13,1,12,48,0
2,18,14,1,12,48,0
2,18,14,1,12,48,0
2,18,14,1,12,48,0
2,18,14,1,12,48,0
2,18,15,1,11,48,0
2,18,15,1,11,48,0
2,18,15,1,11,48,0
2,18,15,1,11,48,0
2,18,16,1,10,48,0
2,18,16,1,10,48,0
2,18,16,1,9,48,0
2,18,16,1,9,48,0
2,18,17,1,9,48,0
2,18,17,1,9,48,0
2,18,17,1,8,48,0
2,18,17,1,8,48,0
2,18,18,1,7,48,0
2,18,18,1,7,48,0
2,18,18,1,7,48,0
2,18,18,1,7,48,0
2,18,19,1,6,48,0
2,18,19,1,6,48,0
2,18,19,1,6,48,0
2,18,19,1,6,48,0
2,18,20,1,6,48,0
2,18,20,1,6,48,0
2,18,20,1,5,48,0
2,18,20,1,5,48,0
2,18,21,1,5,48,0
2,18,21,1,5,48,0
2,18,21,1,5,48,0
2,18,21,1,5,48,0
2,18,22,1,5,48,0
2,18,22,1,5,48,0
2,18,22,1,5,48,0
2,18,22,1,5,48,0
2,18,23,1,5,48,0
2,18,23,1,5,48,0
2,18,23,1,4,48,0
2,18,23,1,4,48,0
2,19,0,1,4,49,0
2,19,0,1,4,49,0
2,19,0,1,4,49,0
2,19,0,1,4,49,0
2,19,1,1,4,49,0
2,19,1,1,4,49,0
2,19,1,1,4,49,0
2,19,1,1,4,49,0
2,19,2,1,4,49,0
2,19,2,1,4,49,0
2,19,2,1,3,49,0
2,19,2,1,3,49,0
2,19,3,1,3,49,0
2,19,3,1,3,49,0
2,19,3,1,3,49,0
2,19,3,1,3,49,0
2,19,4,1,1,49,0
2,19,4,1,1,49,0
2,19,4,1,2,49,0
2,19,4,1,2,49,0
2,19,5,1,2,49,0
2,19,5,1,2,49,0
2,19,5,1,2,49,0
2,19,5,1,2,49,0
2,19,6,1,2,49,0
2,19,6,1,2,49,0
2,19,6,1,2,49,0
2,19,6,1,2,49,0
2,19,7,1,4,49,0
2,19,7,1,4,49,0
2,19,7,1,5,49,0
2,19,7,1,5,49,0
2,19,8,1,5,49,0
2,19,8,1,5,49,0
2,19,8,1,6,49,0
2,19,8,1,6,49,0
2,19,9,1,7,49,0
2,19,9,1,7,49,0
2,19,9,1,8,49,0
2,19,9,1,8,49,0
2,19,10,1,8,49,0
2,19,10,1,8,49,0
2,19,10,1,8,49,0
2,19,10,1,8,49,0
2,19,11,1,9,49,0
2,19,11,1,9,49,0
2,19,11,1,10,49,0
2,19,11,1,10,49,0
2,19,12,1,11,49,0
2,19,12,1,11,49,0
2,19,12,1,10,49,0
2,19,12,1,10,49,0
2,19,13,1,11,49,0
2,19,13,1,11,49,0
2,19,13,1,11,49,0
2,19,13,1,11,49,0
2,19,14,1,12,49,0
2,19,14,1,12,49,0
2,19,14,1,12,49,0
2,19,14,1,12,49,0
2,19,15,1,12,49,0
2,19,15,1,12,49,0
2,19,15,1,11,49,0
2,19,15,1,11,49,0
2,19,16,1,11,49,0
2,19,16,1,11,49,0
2,19,16,1,11,49,0
2,19,16,1,11,49,0
2,19,17,1,10,49,0
2,19,17,1,10,49,0
2,19,17,1,9,49,0
2,19,17,1,9,49,0
2,19,18,1,8,49,0
2,19,18,1,8,49,0
2,19,18,1,8,49,0
2,19,18,1,8,49,0
2,19,19,1,7,49,0
2,19,19,1,7,49,0
2,19,19,1,7,49,0
2,19,19,1,7,49,0
2,19,20,1,7,49,0
2,19,20,1,7,49,0
2,19,20,1,7,49,0
2,19,20,1,7,49,0
2,19,21,1,7,49,0
2,19,21,1,7,49,0
2,19,21,1,7,49,0
2,19,21,1,7,49,0
2,19,22,1,6,49,0
2,19,22,1,6,49,0
2,19,22,1,6,49,0
2,19,22,1,6,49,0
2,19,23,1,6,49,0
2,19,23,1,6,49,0
2,19,23,1,6,49,0
2,19,23,1,6,49,0
2,20,0,1,6,50,0
2,20,0,1,6,50,0
2,20,0,1,6,50,0
2,20,0,1,6,50,0
2,20,1,1,6,50,0
2,20,1,1,6,50,0
2,20,1,1,6,50,0
2,20,1,1,6,50,0
2,20,2,1,6,50,0
2,20,2,1,6,50,0
2,20,2,1,7,50,0
2,20,2,1,7,50,0
2,20,3,1,7,50,0
2,20,3,1,7,50,0
2,20,3,1,7,50,0
2,20,3,1,7,50,0
2,20,4,1,7,50,0
2,20,4,1,7,50,0
2,20,4,1,7,50,0
2,20,4,1,7,50,0
2,20,5,1,7,50,0
2,20,5,1,7,50,0
2,20,5,1,7,50,0
2,20,5,1,7,50,0
2,20,6,1,7,50,0
2,20,6,1,7,50,0
2,20,6,1,8,50,0
2,20,6,1,8,50,0
2,20,7,1,8,50,0
2,20,7,1,8,50,0
2,20,7,1,9,50,0
2,20,7,1,9,50,0
2,20,8,1,9,50,0
2,20,8,1,9,50,0
2,20,8,1,9,50,0
2,20,8,1,9,50,0
2,20,9,1,10,50,0
2,20,9,1,10,50,0
2,20,9,1,11,50,0
2,20,9,1,11,50,0
2,20,10,1,10,50,0
2,20,10,1,10,50,0
2,20,10,1,11,50,0
2,20,10,1,11,50,0
2,20,11,1,11,50,0
2,20,11,1,11,50,0
2,20,11,1,11,50,0
2,20,11,1,11,50,0
2,20,12,1,11,50,0
2,20,12,1,11,50,0
2,20,12,1,12,50,0
2,20,12,1,12,50,0
2,20,13,1,12,50,0
2,20,13,1,12,50,0
2,20,13,1,12,50,0
2,20,13,1,12,50,0
2,20,14,1,12,50,0
2,20,14,1,12,50,0
2,20,14,1,12,50,0
2,20,14,1,12,50,0
2,20,15,1,10,50,0
2,20,15,1,10,50,0
2,20,15,1,10,50,0
2,20,15,1,10,50,0
2,20,16,1,10,50,0
2,20,16,1,10,50,0
2,20,16,1,10,50,0
2,20,16,1,10,50,0
2,20,17,1,10,50,0
2,20,17,1,10,50,0
2,20,17,1,10,50,0
2,20,17,1,10,50,0
2,20,18,1,10,50,0
2,20,18,1,10,50,0
2,20,18,1,11,50,0
2,20,18,1,11,50,0
2,20,19,1,11,50,0
2,20,19,1,11,50,0
2,20,19,1,11,50,0
2,20,19,1,11,50,0
2,20,20,1,11,50,0
2,20,20,1,11,50,0
2,20,20,1,11,50,0
2,20,20,1,11,50,0
2,20,21,1,11,50,0
2,20,21,1,11,50,0
2,20,21,1,11,50,0
2,20,21,1,11,50,0
2,20,22,1,11,50,0
2,20,22,1,11,50,0
2,20,22,1,11,50,0
2,20,22,1,11,50,0
2,20,23,1,12,50,0
2,20,23,1,12,50,0
2,20,23,1,12,50,0
2,20,23,1,12,50,0
2,21,0,1,12,51,0
2,21,0,1,12,51,0
2,21,0,1,12,51,0
2,21,0,1,12,51,0
2,21,1,1,12,51,0
2,21,1,1,12,51,0
2,21,1,1,12,51,0
2,21,1,1,12,51,0
2,21,2,1,12,51,0
2,21,2,1,12,51,0
2,21,2,1,11,51,0
2,21,2,1,11,51,0
2,21,3,1,11,51,0
2,21,3,1,11,51,0
2,21,3,1,11,51,0
2,21,3,1,11,51,0
2,21,4,1,11,51,0
2,21,4,1,11,51,0
2,21,4,1,11,51,0
2,21,4,1,11,51,0
2,21,5,1,11,51,0
2,21,5,1,11,51,0
2,21,5,1,11,51,0
2,21,5,1,11,51,0
2,21,6,1,10,51,0
2,21,6,1,10,51,0
2,21,6,1,10,51,0
2,21,6,1,10,51,0
2,21,7,1,10,51,0
2,21,7,1,10,51,0
2,21,7,1,10,51,0
2,21,7,1,10,51,0
2,21,8,1,10,51,0
2,21,8,1,10,51,0
2,21,8,1,10,51,0
2,21,8,1,10,51,0
2,21,9,1,10,51,0
2,21,9,1,10,51,0
2,21,9,1,9,51,0
2,21,9,1,9,51,0
2,21,10,1,10,51,0
2,21,10,1,10,51,0
2,21,10,1,9,51,0
2,21,10,1,9,51,0
2,21,11,1,9,51,0
2,21,11,1,9,51,0
2,21,11,1,9,51,0
2,21,11,1,9,51,0
2,21,12,1,9,51,0
2,21,12,1,9,51,0
2,21,12,1,9,51,0
2,21,12,1,9,51,0
2,21,13,1,9,51,0
2,21,13,1,9,51,0
2,21,13,1,10,51,0
2,21,13,1,10,51,0
2,21,14,1,10,51,0
2,21,14,1,10,51,0
2,21,14,1,10,51,0
2,21,14,1,10,51,0
2,21,15,1,11,51,0
2,21,15,1,11,51,0
2,21,15,1,11,51,0
2,21,15,1,11,51,0
2,21,16,1,10,51,0
2,21,16,1,10,51,0
2,21,16,1,10,51,0
2,21,16,1,10,51,0
2,21,17,1,10,51,0
2,21,17,1,10,51,0
2,21,17,1,10,51,0
2,21,17,1,10,51,0
2,21,18,1,10,51,0
2,21,18,1,10,51,0
2,21,18,1,10,51,0
2,21,18,1,10,51,0
2,21,19,1,9,51,0
2,21,19,1,9,51,0
2,21,19,1,9,51,0
2,21,19,1,9,51,0
2,21,20,1,9,51,0
2,21,20,1,9,51,0
2,21,20,1,9,51,0
2,21,20,1,9,51,0
2,21,21,1,9,51,0
2,21,21,1,9,51,0
2,21,21,1,9,51,0
2,21,21,1,9,51,0
2,21,22,1,9,51,0
2,21,22,1,9,51,0
2,21,22,1,9,51,0
2,21,22,1,9,51,0
2,21,23,1,9,51,0
2,21,23,1,9,51,0
2,21,23,1,9,51,0
2,21,23,1,9,51,0
2,22,0,1,9,52,0
2,22,0,1,9,52,0
2,22,0,1,9,52,0
2,22,0,1,9,52,0
2,22,1,1,9,52,0
2,22,1,1,9,52,0
